file_path,filename,language,account,category,category_code,category_slug,theme,part,parts,rows,palette,background_hex,accent_hex,has_flag,post_at_local,post_date,post_time,post_index,caption,alt_text,hashtags,source_file
02_farsi/farsi_02-everyday-phrases_p2of7_social.png,farsi_02-everyday-phrases_p2of7_social.png,Farsi,speaksilq_farsi,Everyday Phrases,02,everyday-phrases,social,2,7,12,lilac,#EDD9F3,#661D7C,no,2026-10-13 01:00,2026-10-13,01:00,115,"English vs Farsi — Everyday Phrases (part 2 of 7)
I don't know = nemidânam · I know = midânam · How much is this? = in chand ast?
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Everyday Phrases"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EverydayPhrases,english-vs-farsi-cards-part1-of-2/007_everyday-phrases_2.png
02_farsi/farsi_02-everyday-phrases_p3of7_social.png,farsi_02-everyday-phrases_p3of7_social.png,Farsi,speaksilq_farsi,Everyday Phrases,02,everyday-phrases,social,3,7,12,sand,#EEE4D4,#7C571D,no,2026-09-13 13:00,2026-09-13,13:00,56,"English vs Farsi — Everyday Phrases (part 3 of 7)
I'm thirsty = teshne hastam · I'm tired = khaste hastam · I'm sick = mariz hastam
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Everyday Phrases"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EverydayPhrases,english-vs-farsi-cards-part1-of-2/008_everyday-phrases_3.png
02_farsi/farsi_02-everyday-phrases_p4of7_social.png,farsi_02-everyday-phrases_p4of7_social.png,Farsi,speaksilq_farsi,Everyday Phrases,02,everyday-phrases,social,4,7,12,lilac,#EDD9F3,#661D7C,no,2026-08-24 01:00,2026-08-24,01:00,15,"English vs Farsi — Everyday Phrases (part 4 of 7)
Come here = biâ injâ · Please sit down = lotfan beneshinid · I agree = movâfeqam
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Everyday Phrases"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EverydayPhrases,english-vs-farsi-cards-part1-of-2/009_everyday-phrases_4.png
02_farsi/farsi_02-everyday-phrases_p5of7_social.png,farsi_02-everyday-phrases_p5of7_social.png,Farsi,speaksilq_farsi,Everyday Phrases,02,everyday-phrases,social,5,7,12,rose-quartz,#F7D6D0,#832716,no,2026-09-07 13:00,2026-09-07,13:00,44,"English vs Farsi — Everyday Phrases (part 5 of 7)
I miss you = delam barâyat tang shode · What happened? = che ettefâqi oftâd? · What's wrong? = che shode ast?
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Everyday Phrases"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EverydayPhrases,english-vs-farsi-cards-part1-of-2/010_everyday-phrases_5.png
02_farsi/farsi_02-everyday-phrases_p6of7_social.png,farsi_02-everyday-phrases_p6of7_social.png,Farsi,speaksilq_farsi,Everyday Phrases,02,everyday-phrases,social,6,7,11,periwinkle,#D9DDF7,#1B287E,no,2026-08-31 01:00,2026-08-31,01:00,29,"English vs Farsi — Everyday Phrases (part 6 of 7)
I'm ready = âmâde'am · Not yet = hanuz na · Again = dobâre
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Everyday Phrases"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EverydayPhrases,english-vs-farsi-cards-part1-of-2/011_everyday-phrases_6.png
02_farsi/farsi_02-everyday-phrases_p7of7_social.png,farsi_02-everyday-phrases_p7of7_social.png,Farsi,speaksilq_farsi,Everyday Phrases,02,everyday-phrases,social,7,7,11,lilac,#EDD9F3,#661D7C,no,2026-09-23 01:00,2026-09-23,01:00,75,"English vs Farsi — Everyday Phrases (part 7 of 7)
I am single = mojarrad hastam · Do you have children? = bachche dârid? · Where do you live? = kojâ zendegi mikonid?
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Everyday Phrases"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EverydayPhrases,english-vs-farsi-cards-part1-of-2/012_everyday-phrases_7.png
02_farsi/farsi_03-question-words_p1of2_social.png,farsi_03-question-words_p1of2_social.png,Farsi,speaksilq_farsi,Question Words,03,question-words,social,1,2,10,powder-blue,#D5E4F7,#184681,no,2026-09-28 13:00,2026-09-28,13:00,86,"English vs Farsi — Question Words (part 1 of 2)
What = che · What (thing) = chi · Who = ki
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Question Words"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #QuestionWords,english-vs-farsi-cards-part1-of-2/013_question-words_1.png
02_farsi/farsi_03-question-words_p2of2_social.png,farsi_03-question-words_p2of2_social.png,Farsi,speaksilq_farsi,Question Words,03,question-words,social,2,2,10,blush,#FFD9E1,#990020,no,2026-10-06 01:00,2026-10-06,01:00,101,"English vs Farsi — Question Words (part 2 of 2)
Which = kodâm · How much = cheqadr · How many = chand tâ
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Question Words"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #QuestionWords,english-vs-farsi-cards-part1-of-2/014_question-words_2.png
02_farsi/farsi_04-people-pronouns_p1of3_social.png,farsi_04-people-pronouns_p1of3_social.png,Farsi,speaksilq_farsi,Pronouns & Demonstratives,04,people-pronouns,social,1,3,10,coral-mist,#FFDCCB,#993200,no,2026-08-20 01:00,2026-08-20,01:00,7,"English vs Farsi — Pronouns & Demonstratives (part 1 of 3)
I = man · You (singular) = to · He / She = u
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Pronouns & Demonstratives"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #PeoplePronouns,english-vs-farsi-cards-part1-of-2/015_pronouns---demonstratives_1.png
02_farsi/farsi_04-people-pronouns_p2of3_social.png,farsi_04-people-pronouns_p2of3_social.png,Farsi,speaksilq_farsi,Pronouns & Demonstratives,04,people-pronouns,social,2,3,10,rose-quartz,#F7D6D0,#832716,no,2026-09-17 13:00,2026-09-17,13:00,64,"English vs Farsi — Pronouns & Demonstratives (part 2 of 3)
Yourself = khodet · Himself / herself = khodash · Ourselves = khodemân
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Pronouns & Demonstratives"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #PeoplePronouns,english-vs-farsi-cards-part1-of-2/016_pronouns---demonstratives_2.png
02_farsi/farsi_04-people-pronouns_p3of3_social.png,farsi_04-people-pronouns_p3of3_social.png,Farsi,speaksilq_farsi,Pronouns & Demonstratives,04,people-pronouns,social,3,3,10,sage,#DCE7D5,#356317,no,2026-10-01 01:00,2026-10-01,01:00,91,"English vs Farsi — Pronouns & Demonstratives (part 3 of 3)
Everyone = hame · Someone = kasi · No one = hichkas
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Pronouns & Demonstratives"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #PeoplePronouns,english-vs-farsi-cards-part1-of-2/017_pronouns---demonstratives_3.png
02_farsi/farsi_05-connectors-prepositions_p1of4_social.png,farsi_05-connectors-prepositions_p1of4_social.png,Farsi,speaksilq_farsi,Connectors & Prepositions,05,connectors-prepositions,social,1,4,12,honeydew,#D9F2D0,#2F6B19,no,2026-09-19 13:00,2026-09-19,13:00,68,"English vs Farsi — Connectors & Prepositions (part 1 of 4)
And = va · Or = yâ · But = ammâ
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Connectors & Prepositions"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #ConnectorsPrepositions,english-vs-farsi-cards-part1-of-2/018_connectors---prepositions_1.png
02_farsi/farsi_05-connectors-prepositions_p2of4_social.png,farsi_05-connectors-prepositions_p2of4_social.png,Farsi,speaksilq_farsi,Connectors & Prepositions,05,connectors-prepositions,social,2,4,12,blush,#FFD9E1,#990020,no,2026-08-27 01:00,2026-08-27,01:00,21,"English vs Farsi — Connectors & Prepositions (part 2 of 4)
Even = hattâ · Although = agarche · However = bâ in hâl
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Connectors & Prepositions"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #ConnectorsPrepositions,english-vs-farsi-cards-part1-of-2/019_connectors---prepositions_2.png
02_farsi/farsi_05-connectors-prepositions_p3of4_social.png,farsi_05-connectors-prepositions_p3of4_social.png,Farsi,speaksilq_farsi,Connectors & Prepositions,05,connectors-prepositions,social,3,4,12,peach,#FFE3C9,#994A00,no,2026-09-10 13:00,2026-09-10,13:00,50,"English vs Farsi — Connectors & Prepositions (part 3 of 4)
Before = qabl az · During = dar tul-e · Between = beyn
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Connectors & Prepositions"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #ConnectorsPrepositions,english-vs-farsi-cards-part1-of-2/020_connectors---prepositions_3.png
02_farsi/farsi_05-connectors-prepositions_p4of4_social.png,farsi_05-connectors-prepositions_p4of4_social.png,Farsi,speaksilq_farsi,Connectors & Prepositions,05,connectors-prepositions,social,4,4,12,seafoam,#C6EFE8,#196B5D,no,2026-10-04 01:00,2026-10-04,01:00,97,"English vs Farsi — Connectors & Prepositions (part 4 of 4)
Above = bâlâye · Below = pâyin · Toward = be suye
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Connectors & Prepositions"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #ConnectorsPrepositions,english-vs-farsi-cards-part1-of-2/021_connectors---prepositions_4.png
02_farsi/farsi_06-numbers_p1of5_time.png,farsi_06-numbers_p1of5_time.png,Farsi,speaksilq_farsi,Numbers,06,numbers,time,1,5,11,rose-quartz,#F7D6D0,#832716,no,2026-10-07 13:00,2026-10-07,13:00,104,"English vs Farsi — Numbers (part 1 of 5)
Zero = sefr · One = yek · Two = do
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Numbers"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #Numbers,english-vs-farsi-cards-part1-of-2/022_numbers_1.png
02_farsi/farsi_06-numbers_p2of5_time.png,farsi_06-numbers_p2of5_time.png,Farsi,speaksilq_farsi,Numbers,06,numbers,time,2,5,11,powder-blue,#D5E4F7,#184681,no,2026-09-08 13:00,2026-09-08,13:00,46,"English vs Farsi — Numbers (part 2 of 5)
Eleven = yâzdah · Twelve = davâzdah · Thirteen = sizdah
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Numbers"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #Numbers,english-vs-farsi-cards-part1-of-2/023_numbers_2.png
02_farsi/farsi_06-numbers_p3of5_time.png,farsi_06-numbers_p3of5_time.png,Farsi,speaksilq_farsi,Numbers,06,numbers,time,3,5,11,periwinkle,#D9DDF7,#1B287E,no,2026-09-30 01:00,2026-09-30,01:00,89,"English vs Farsi — Numbers (part 3 of 5)
Thirty = si · Forty = chehel · Fifty = panjâh
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Numbers"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #Numbers,english-vs-farsi-cards-part1-of-2/024_numbers_3.png
02_farsi/farsi_06-numbers_p4of5_time.png,farsi_06-numbers_p4of5_time.png,Farsi,speaksilq_farsi,Numbers,06,numbers,time,4,5,10,seafoam,#C6EFE8,#196B5D,no,2026-08-25 01:00,2026-08-25,01:00,17,"English vs Farsi — Numbers (part 4 of 5)
Ten thousand = dah hezâr · One million = yek milyun · Billion = milyârd
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Numbers"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #Numbers,english-vs-farsi-cards-part1-of-2/025_numbers_4.png
02_farsi/farsi_06-numbers_p5of5_time.png,farsi_06-numbers_p5of5_time.png,Farsi,speaksilq_farsi,Numbers,06,numbers,time,5,5,10,peach,#FFE3C9,#994A00,no,2026-08-31 13:00,2026-08-31,13:00,30,"English vs Farsi — Numbers (part 5 of 5)
Fifth = panjom · Last = âkhar · Number (digit) = adad
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Numbers"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #Numbers,english-vs-farsi-cards-part1-of-2/026_numbers_5.png
02_farsi/farsi_07-time-frequency_p1of6_time.png,farsi_07-time-frequency_p1of6_time.png,Farsi,speaksilq_farsi,Time & Calendar,07,time-frequency,time,1,6,11,lemon-ice,#F4F1C4,#676213,no,2026-09-26 13:00,2026-09-26,13:00,82,"English vs Farsi — Time & Calendar (part 1 of 6)
Time = zamân · Hour / clock = sâ'at · Minute = daqiqe
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Time & Calendar"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #TimeFrequency,english-vs-farsi-cards-part1-of-2/027_time---calendar_1.png
02_farsi/farsi_07-time-frequency_p2of6_time.png,farsi_07-time-frequency_p2of6_time.png,Farsi,speaksilq_farsi,Time & Calendar,07,time-frequency,time,2,6,11,rose-quartz,#F7D6D0,#832716,no,2026-08-28 13:00,2026-08-28,13:00,24,"English vs Farsi — Time & Calendar (part 2 of 6)
Today = emruz · Tomorrow = fardâ · Yesterday = diruz
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Time & Calendar"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #TimeFrequency,english-vs-farsi-cards-part1-of-2/028_time---calendar_2.png
02_farsi/farsi_07-time-frequency_p3of6_time.png,farsi_07-time-frequency_p3of6_time.png,Farsi,speaksilq_farsi,Time & Calendar,07,time-frequency,time,3,6,11,peach,#FFE3C9,#994A00,no,2026-09-20 13:00,2026-09-20,13:00,70,"English vs Farsi — Time & Calendar (part 3 of 6)
Summer = tâbestân · Autumn = pâyiz · Winter = zemestân
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Time & Calendar"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #TimeFrequency,english-vs-farsi-cards-part1-of-2/029_time---calendar_3.png
02_farsi/farsi_07-time-frequency_p4of6_time.png,farsi_07-time-frequency_p4of6_time.png,Farsi,speaksilq_farsi,Time & Calendar,07,time-frequency,time,4,6,11,sand,#EEE4D4,#7C571D,no,2026-10-13 13:00,2026-10-13,13:00,116,"English vs Farsi — Time & Calendar (part 4 of 6)
Holiday = ta'tilât · Birthday = tavallod · Persian New Year = nowruz
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Time & Calendar"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #TimeFrequency,english-vs-farsi-cards-part1-of-2/030_time---calendar_4.png
02_farsi/farsi_07-time-frequency_p5of6_time.png,farsi_07-time-frequency_p5of6_time.png,Farsi,speaksilq_farsi,Time & Calendar,07,time-frequency,time,5,6,11,mint,#C8F0DE,#196B46,no,2026-09-12 13:00,2026-09-12,13:00,54,"English vs Farsi — Time & Calendar (part 5 of 6)
Never = hargez · Sometimes = gâhi · Often = aghlab
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Time & Calendar"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #TimeFrequency,english-vs-farsi-cards-part1-of-2/031_time---calendar_5.png
02_farsi/farsi_07-time-frequency_p6of6_time.png,farsi_07-time-frequency_p6of6_time.png,Farsi,speaksilq_farsi,Time & Calendar,07,time-frequency,time,6,6,10,aqua-mist,#CDECF2,#1B6574,no,2026-09-05 13:00,2026-09-05,13:00,40,"English vs Farsi — Time & Calendar (part 6 of 6)
Next year = sâl-e âyande · The past = gozashte · The future = âyande
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Time & Calendar"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #TimeFrequency,english-vs-farsi-cards-part1-of-2/032_time---calendar_6.png
02_farsi/farsi_10-family-relationships_p1of5_people.png,farsi_10-family-relationships_p1of5_people.png,Farsi,speaksilq_farsi,Family & People,10,family-relationships,people,1,5,11,aqua-mist,#CDECF2,#1B6574,no,2026-08-26 13:00,2026-08-26,13:00,20,"English vs Farsi — Family & People (part 1 of 5)
Family = khânevâde · Father = pedar · Mother = mâdar
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Family & People"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #FamilyRelationships,english-vs-farsi-cards-part1-of-2/033_family---people_1.png
02_farsi/farsi_10-family-relationships_p2of5_people.png,farsi_10-family-relationships_p2of5_people.png,Farsi,speaksilq_farsi,Family & People,10,family-relationships,people,2,5,11,sky,#CFE6F7,#165583,no,2026-09-07 01:00,2026-09-07,01:00,43,"English vs Farsi — Family & People (part 2 of 5)
Sister = khâhar · Grandfather = pedarbozorg · Grandmother = mâdarbozorg
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Family & People"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #FamilyRelationships,english-vs-farsi-cards-part1-of-2/034_family---people_2.png
02_farsi/farsi_10-family-relationships_p3of5_people.png,farsi_10-family-relationships_p3of5_people.png,Farsi,speaksilq_farsi,Family & People,10,family-relationships,people,3,5,11,coral-mist,#FFDCCB,#993200,no,2026-10-09 01:00,2026-10-09,01:00,107,"English vs Farsi — Family & People (part 3 of 5)
Wife / spouse = hamsar · Bride = arus · Groom = dâmâd
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Family & People"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #FamilyRelationships,english-vs-farsi-cards-part1-of-2/035_family---people_3.png
02_farsi/farsi_10-family-relationships_p4of5_people.png,farsi_10-family-relationships_p4of5_people.png,Farsi,speaksilq_farsi,Family & People,10,family-relationships,people,4,5,10,butter,#FFF2C2,#7A6000,no,2026-09-15 01:00,2026-09-15,01:00,59,"English vs Farsi — Family & People (part 4 of 5)
Man = mard · Woman = zan · Boy = pesar bachche
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Family & People"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #FamilyRelationships,english-vs-farsi-cards-part1-of-2/036_family---people_4.png
02_farsi/farsi_10-family-relationships_p5of5_people.png,farsi_10-family-relationships_p5of5_people.png,Farsi,speaksilq_farsi,Family & People,10,family-relationships,people,5,5,10,orchid,#F7D9EE,#7E1B60,no,2026-09-24 13:00,2026-09-24,13:00,78,"English vs Farsi — Family & People (part 5 of 5)
People = mardom · Person = shakhs · Human being = ensân
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Family & People"", listing 10 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #FamilyRelationships,english-vs-farsi-cards-part1-of-2/037_family---people_5.png
02_farsi/farsi_11-emotions-feelings_p1of4_people.png,farsi_11-emotions-feelings_p1of4_people.png,Farsi,speaksilq_farsi,Emotions & Feelings,11,emotions-feelings,people,1,4,11,sky,#CFE6F7,#165583,no,2026-09-27 01:00,2026-09-27,01:00,83,"English vs Farsi — Emotions & Feelings (part 1 of 4)
Feeling = ehsâs · Happy = khoshhâl · Sad = ghamgin
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Emotions & Feelings"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EmotionsFeelings,english-vs-farsi-cards-part1-of-2/english-vs-farsi-cards-part2-of-2/109_emotions---feelings_1.png
02_farsi/farsi_11-emotions-feelings_p2of4_people.png,farsi_11-emotions-feelings_p2of4_people.png,Farsi,speaksilq_farsi,Emotions & Feelings,11,emotions-feelings,people,2,4,11,lilac,#EDD9F3,#661D7C,no,2026-09-03 01:00,2026-09-03,01:00,35,"English vs Farsi — Emotions & Feelings (part 2 of 4)
Bored = bi-howsele · Surprised = mota'ajjeb · Confused = gij
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Emotions & Feelings"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EmotionsFeelings,english-vs-farsi-cards-part1-of-2/english-vs-farsi-cards-part2-of-2/110_emotions---feelings_2.png
02_farsi/farsi_11-emotions-feelings_p3of4_people.png,farsi_11-emotions-feelings_p3of4_people.png,Farsi,speaksilq_farsi,Emotions & Feelings,11,emotions-feelings,people,3,4,11,peach,#FFE3C9,#994A00,no,2026-08-21 13:00,2026-08-21,13:00,10,"English vs Farsi — Emotions & Feelings (part 3 of 4)
Joy = shâdi · Sorrow = gham · Laughter = khande
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Emotions & Feelings"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EmotionsFeelings,english-vs-farsi-cards-part1-of-2/english-vs-farsi-cards-part2-of-2/111_emotions---feelings_3.png
02_farsi/farsi_11-emotions-feelings_p4of4_people.png,farsi_11-emotions-feelings_p4of4_people.png,Farsi,speaksilq_farsi,Emotions & Feelings,11,emotions-feelings,people,4,4,11,sage,#DCE7D5,#356317,no,2026-10-11 01:00,2026-10-11,01:00,111,"English vs Farsi — Emotions & Feelings (part 4 of 4)
Respect = ehterâm · Kindness = mehrabâni · Courage = shojâ'at
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Emotions & Feelings"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #EmotionsFeelings,english-vs-farsi-cards-part1-of-2/english-vs-farsi-cards-part2-of-2/112_emotions---feelings_4.png
02_farsi/farsi_12-body-parts_p1of5_people.png,farsi_12-body-parts_p1of5_people.png,Farsi,speaksilq_farsi,Body & Health,12,body-parts,people,1,5,12,mint,#C8F0DE,#196B46,no,2026-09-22 13:00,2026-09-22,13:00,74,"English vs Farsi — Body & Health (part 1 of 5)
Body = badan · Head = sar · Hair = mu
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Body & Health"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #BodyParts,english-vs-farsi-cards-part1-of-2/038_body---health_1.png
02_farsi/farsi_12-body-parts_p2of5_people.png,farsi_12-body-parts_p2of5_people.png,Farsi,speaksilq_farsi,Body & Health,12,body-parts,people,2,5,12,lavender,#E1D8F5,#3B1D7C,no,2026-10-01 13:00,2026-10-01,13:00,92,"English vs Farsi — Body & Health (part 2 of 5)
Shoulder = shâne · Arm = bâzu · Hand = dast
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Body & Health"", listing 12 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #BodyParts,english-vs-farsi-cards-part1-of-2/039_body---health_2.png
02_farsi/farsi_12-body-parts_p3of5_people.png,farsi_12-body-parts_p3of5_people.png,Farsi,speaksilq_farsi,Body & Health,12,body-parts,people,3,5,11,honeydew,#D9F2D0,#2F6B19,no,2026-08-30 13:00,2026-08-30,13:00,28,"English vs Farsi — Body & Health (part 3 of 5)
Bone = ostokhân · Skin = pust · Brain = maghz
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Body & Health"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #BodyParts,english-vs-farsi-cards-part1-of-2/040_body---health_3.png
02_farsi/farsi_12-body-parts_p4of5_people.png,farsi_12-body-parts_p4of5_people.png,Farsi,speaksilq_farsi,Body & Health,12,body-parts,people,4,5,11,seafoam,#C6EFE8,#196B5D,no,2026-10-14 01:00,2026-10-14,01:00,117,"English vs Farsi — Body & Health (part 4 of 5)
Stomachache = deldard · Toothache = dandândard · Fever = tab
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Body & Health"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #BodyParts,english-vs-farsi-cards-part1-of-2/041_body---health_4.png
02_farsi/farsi_12-body-parts_p5of5_people.png,farsi_12-body-parts_p5of5_people.png,Farsi,speaksilq_farsi,Body & Health,12,body-parts,people,5,5,11,coral-mist,#FFDCCB,#993200,no,2026-09-09 01:00,2026-09-09,01:00,47,"English vs Farsi — Body & Health (part 5 of 5)
Hospital = bimârestân · Pharmacy = dârukhâne · Clinic = darmângâh
Learn Farsi and 20+ more at Speaksilq.com","Pastel vocabulary card titled ""English vs Farsi"", subtitle ""Body & Health"", listing 11 English words with their Farsi romanisations.",#SpeakSilq #LearnFarsi #Farsi #LanguageLearning #Vocabulary #BodyParts,english-vs-farsi-cards-part1-of-2/042_body---health_5.png
